,Title/సినిమా పేరు,Director/దర్శకుడు,Cast/నటులు,Genre/శైలి,Date/తేదీ,Year/సంవత్సరం,Month/నెల,Language/భాష,Soup/సూప్
3146,మంచి అలవాట్లు,రావుమాత్రమే,"అజయ్,అపర్ణబాజ్‌పాయ్",నాటకం,2015-02-03,2015,2,తెలుగు,"రావుమాత్రమే  అజయ్,అపర్ణబాజ్‌పాయ్  నాటకం  2015-02-03  2015  తెలుగు"
3147,దొరకదు,వరప్రసాద్,"శివాజీ,గాయత్రిఅయ్యర్,సుమన్,అజయ్,బాబుమోహన్",నాటకం,2015-02-06,2015,2,తెలుగు,"వరప్రసాద్  శివాజీ,గాయత్రిఅయ్యర్,సుమన్,అజయ్,బాబుమోహన్  నాటకం  2015-02-06  2015  తెలుగు"
3148,గడ్డం గ్యాంగ్,సంతోష్పి.జయకుమార్,"రాజశేఖర్,షీనాశహబాది,నరేష్,సీత",డ్రామా/కామెడీ,2015-02-06,2015,2,తెలుగు,"సంతోష్పి.జయకుమార్  రాజశేఖర్,షీనాశహబాది,నరేష్,సీత  డ్రామా/కామెడీ  2015-02-06  2015  తెలుగు"
3149,మళ్ళి మళ్ళి ఇది రాని రోజు,క్రాంతిమాధవ్,"శర్వానంద్,నిత్యామీనన్,తేజస్విమడివాడ,నాజర్,పవిత్రలోకేష్",శృంగారం/నాటకం,2015-02-06,2015,2,తెలుగు,"క్రాంతిమాధవ్  శర్వానంద్,నిత్యామీనన్,తేజస్విమడివాడ,నాజర్,పవిత్రలోకేష్  శృంగారం/నాటకం  2015-02-06  2015  తెలుగు"
3150,మూడు ముక్కల్లో చెప్పాలంటే,మధుమిత,"రాకేందుమౌళి,అదితిచెంగప్ప,వెంకటేష్హరినాథన్",శృంగారం/కామెడీ,2015-02-06,2015,2,తెలుగు,"మధుమిత  రాకేందుమౌళి,అదితిచెంగప్ప,వెంకటేష్హరినాథన్  శృంగారం/కామెడీ  2015-02-06  2015  తెలుగు"
3151,పెసరట్టు,మహేష్కత్తి,"నందు,నిఖితానారాయణ్,సంపూర్ణేష్బాబు",శృంగారం,2015-02-06,2015,2,తెలుగు,"మహేష్కత్తి  నందు,నిఖితానారాయణ్,సంపూర్ణేష్బాబు  శృంగారం  2015-02-06  2015  తెలుగు"
3152,కోపము,మొత్తంజగన్నాధ్,"సంఖ్యటి.రామ్రావ్జూనియర్,కాజల్అగర్వాల్,ప్రకాష్రాజ్",చర్య,2015-02-13,2015,2,తెలుగు,"మొత్తంజగన్నాధ్  సంఖ్యటి.రామ్రావ్జూనియర్,కాజల్అగర్వాల్,ప్రకాష్రాజ్  చర్య  2015-02-13  2015  తెలుగు"
3153,పడ్డానండి ప్రేమలో మరి,మహేష్ఉప్పుటూరి,"వరుణ్సందేశ్,వితికషేరు",చర్య,2015-02-14,2015,2,తెలుగు,"మహేష్ఉప్పుటూరి  వరుణ్సందేశ్,వితికషేరు  చర్య  2015-02-14  2015  తెలుగు"
3154,నువ్వు నేను ఒకటవుదాం,పి.నరసింహారెడ్డి,"రంజిత్స్వామి,సన,అలీ,జైప్రకాష్రెడ్డి",శృంగారం,2015-02-20,2015,2,తెలుగు,"పి.నరసింహారెడ్డి  రంజిత్స్వామి,సన,అలీ,జైప్రకాష్రెడ్డి  శృంగారం  2015-02-20  2015  తెలుగు"
3155,గాయకుడూ,లోటస్.జి,"అలీరెజా,శ్రియాశర్మ,సంతోష్పవన్,msనారాయణ,సప్తగిరి",శృంగారం,2015-02-20,2015,2,తెలుగు,"లోటస్.జి  అలీరెజా,శ్రియాశర్మ,సంతోష్పవన్,msనారాయణ,సప్తగిరి  శృంగారం  2015-02-20  2015  తెలుగు"
3156,bh బోలేనాథ్,కార్తీక్వర్మదండు,"నవదీప్,నవీన్చంద్ర,పూజఝవేరి",నాటకం,2015-02-27,2015,2,తెలుగు,"కార్తీక్వర్మదండు  నవదీప్,నవీన్చంద్ర,పూజఝవేరి  నాటకం  2015-02-27  2015  తెలుగు"
3157,రామ్ లీలా,పిలుపు,"హవీష్,అభిజీత్,నందితరాజ్",రొమాంటిక్ఎంటర్‌టైనర్,2015-02-27,2015,2,తెలుగు,"పిలుపు  హవీష్,అభిజీత్,నందితరాజ్  రొమాంటిక్ఎంటర్‌టైనర్  2015-02-27  2015  తెలుగు"
3158,సూర్య vs సూర్య,కార్తీక్ఘట్టమనేని,"నిఖిల్సిద్ధార్థ్,తనికెళ్ళభరణి,త్రిధాచౌదరి",శృంగారం,2015-03-05,2015,3,తెలుగు,"కార్తీక్ఘట్టమనేని  నిఖిల్సిద్ధార్థ్,తనికెళ్ళభరణి,త్రిధాచౌదరి  శృంగారం  2015-03-05  2015  తెలుగు"
3159,నాకైతే నచ్చింది,త్రినాధకోసూరు,"శ్రీబాలాజీ,సోనిచరిస్తా,రిషికజైరాత్,కృష్ణ",శృంగారం,2015-03-06,2015,3,తెలుగు,"త్రినాధకోసూరు  శ్రీబాలాజీ,సోనిచరిస్తా,రిషికజైరాత్,కృష్ణ  శృంగారం  2015-03-06  2015  తెలుగు"
3160,ఆనందం మళ్లీ మొదలైంది,ఆకాష్,"జైఆకాష్,జియాఖాన్,అలేఖ్య,తాగుబోతురమేష్",శృంగారం,2015-03-06,2015,3,తెలుగు,"ఆకాష్  జైఆకాష్,జియాఖాన్,అలేఖ్య,తాగుబోతురమేష్  శృంగారం  2015-03-06  2015  తెలుగు"
3161,టామీ,రాజావన్నెంరెడ్డి,"రాజేంద్రప్రసాద్,సీత,దీపక్,ముంతాజ్,సురేష్,రఘుబాబు",నాటకం,2015-03-13,2015,3,తెలుగు,"రాజావన్నెంరెడ్డి  రాజేంద్రప్రసాద్,సీత,దీపక్,ముంతాజ్,సురేష్,రఘుబాబు  నాటకం  2015-03-13  2015  తెలుగు"
3162,తప్పటడుగు,శ్రీఅరుణ్,"సూర్యతేజ,నవీనాజాక్సన్,లక్ష్మణ్,సురభి",శృంగారం,2015-03-13,2015,3,తెలుగు,"శ్రీఅరుణ్  సూర్యతేజ,నవీనాజాక్సన్,లక్ష్మణ్,సురభి  శృంగారం  2015-03-13  2015  తెలుగు"
3163,కాలింగ్ బెల్,దానినిరాయల్చేయండి,"రవివర్మ,మమతరాహుత్,వ్రితిఖన్నా,కిశోరె,జీవ,చంటి,శంకర్,వేణు",హారర్-థ్రిల్లర్,2015-03-20,2015,3,తెలుగు,"దానినిరాయల్చేయండి  రవివర్మ,మమతరాహుత్,వ్రితిఖన్నా,కిశోరె,జీవ,చంటి,శంకర్,వేణు  హారర్-థ్రిల్లర్  2015-03-20  2015  తెలుగు"
3164,తుంగభద్ర,శ్రీనివాస్గోగినేని,"ఆదిత్అరుణ్,దింపులేచోపడే",శృంగారం,2015-03-20,2015,3,తెలుగు,"శ్రీనివాస్గోగినేని  ఆదిత్అరుణ్,దింపులేచోపడే  శృంగారం  2015-03-20  2015  తెలుగు"
3165,ఎవడే సుబ్రహ్మణ్యం,అశ్విన్,"నాని,విజయ్దేవేరుకోండ,మాళవికనాయర్,రీతూవర్మ",సాహసం,2015-03-20,2015,3,తెలుగు,"అశ్విన్  నాని,విజయ్దేవేరుకోండ,మాళవికనాయర్,రీతూవర్మ  సాహసం  2015-03-20  2015  తెలుగు"
3166,పై కపిరాజు వితంతువు,అతనిమీదపోయవద్దు,"నాని,అమలాపాల్,రాగిణిద్వివేది,తనికెళ్ళభరణి",యాక్షన్-థ్రిల్లర్,2015-03-20,2015,3,తెలుగు,"అతనిమీదపోయవద్దు  నాని,అమలాపాల్,రాగిణిద్వివేది,తనికెళ్ళభరణి  యాక్షన్-థ్రిల్లర్  2015-03-20  2015  తెలుగు"
3167,రేయ్,వైవీఎస్చౌదరి,"సాయిధరమ్తేజ్,సైయామిఖేర్,శ్రద్ధదాస్,తనికెళ్ళభరణి",సంగీతపరమైన,2015-03-27,2015,3,తెలుగు,"వైవీఎస్చౌదరి  సాయిధరమ్తేజ్,సైయామిఖేర్,శ్రద్ధదాస్,తనికెళ్ళభరణి  సంగీతపరమైన  2015-03-27  2015  తెలుగు"
3168,జిల్,రాధాకృష్ణ,"గోపీచంద్,రాశిఖన్నా,కబీర్దుహన్సింగ్,హరీష్ఉత్తమం",చర్య,2015-03-27,2015,3,తెలుగు,"రాధాకృష్ణ  గోపీచంద్,రాశిఖన్నా,కబీర్దుహన్సింగ్,హరీష్ఉత్తమం  చర్య  2015-03-27  2015  తెలుగు"
3169,అవును ౨,లిఫ్ట్తలుపు,"హర్షవర్ధన్రాణే,పూర్ణ,రవిబాబు,సంజ్ఙానా,నికితతుక్రల్",థ్రిల్లర్,2015-04-03,2015,4,తెలుగు,"లిఫ్ట్తలుపు  హర్షవర్ధన్రాణే,పూర్ణ,రవిబాబు,సంజ్ఙానా,నికితతుక్రల్  థ్రిల్లర్  2015-04-03  2015  తెలుగు"
3170,స్/ఓ సత్యమూర్తి,త్రివిక్రమ్శ్రీనివాస్,"అల్లుఅర్జున్,ఉపేంద్ర,సమంత,నిత్యమీనన్,స్నేహ,అదాశర్మ,ప్రకాష్రాజ్,రాజేంద్రప్రసాద్",ఫ్యామిలీడ్రామా,2015-04-09,2015,4,తెలుగు,"త్రివిక్రమ్శ్రీనివాస్  అల్లుఅర్జున్,ఉపేంద్ర,సమంత,నిత్యమీనన్,స్నేహ,అదాశర్మ,ప్రకాష్రాజ్,రాజేంద్రప్రసాద్  ఫ్యామిలీడ్రామా  2015-04-09  2015  తెలుగు"
3171,బుడుగు,మన్మోహన్,"లక్ష్మిమంచు,ఇంద్రజ,శ్రీధర్,సన,ఇందు,వాణి",ఫ్యామిలీథ్రిల్లర్,2015-04-17,2015,4,తెలుగు,"మన్మోహన్  లక్ష్మిమంచు,ఇంద్రజ,శ్రీధర్,సన,ఇందు,వాణి  ఫ్యామిలీథ్రిల్లర్  2015-04-17  2015  తెలుగు"
3172,వారధి,కార్తికేయ,"క్రాంతి,శ్రీదివ్య",శృంగారం,2015-04-17,2015,4,తెలుగు,"కార్తికేయ  క్రాంతి,శ్రీదివ్య  శృంగారం  2015-04-17  2015  తెలుగు"
3173,నూతి లో కప్పలు,చంటిఘ్నంని,"రాజేంద్రప్రసాద్,పారిసింగ్",కాదు_నిర్దిష్ట,2015-04-17,2015,4,తెలుగు,"చంటిఘ్నంని  రాజేంద్రప్రసాద్,పారిసింగ్  కాదు_నిర్దిష్ట  2015-04-17  2015  తెలుగు"
3174,మరియు రాగం మరియు,శివగణేష్,"జోష్రవి,మాన్,రెమ్ఖన్నా,శ్రావ్య,షామిలి",రొమాంటిక్డ్రామా,2015-04-23,2015,4,తెలుగు,"శివగణేష్  జోష్రవి,మాన్,రెమ్ఖన్నా,శ్రావ్య,షామిలి  రొమాంటిక్డ్రామా  2015-04-23  2015  తెలుగు"
3175,నవ్వు,సుధీర్వర్మ,"నాగచైతన్య,కృతిసనన్,బ్రహ్మానందం,రావురమేష్",యాక్షన్-థ్రిల్లర్,2015-04-24,2015,4,తెలుగు,"సుధీర్వర్మ  నాగచైతన్య,కృతిసనన్,బ్రహ్మానందం,రావురమేష్  యాక్షన్-థ్రిల్లర్  2015-04-24  2015  తెలుగు"
3176,రాజముండ్రి కి ౫౦ కమ్ దూరంలో,విజయ్సూర్య,"హేమంత్,నైరుతి,",లవ్సస్పెన్స్థ్రిల్లర్,2015-05-08,2015,5,తెలుగు,"విజయ్సూర్య  హేమంత్,నైరుతి,  లవ్సస్పెన్స్థ్రిల్లర్  2015-05-08  2015  తెలుగు"
3177,దాగుడుమూత దండాకోర్,ఆర్కేమలినేని,"రాజేంద్రప్రసాద్,సారాఅర్జున్,రవిప్రకాష్",ఫ్యామిలీరొమాన్స్,2015-05-09,2015,5,తెలుగు,"ఆర్కేమలినేని  రాజేంద్రప్రసాద్,సారాఅర్జున్,రవిప్రకాష్  ఫ్యామిలీరొమాన్స్  2015-05-09  2015  తెలుగు"
3178,సింహం,సత్యదేవా,"నందమూరిబాలకృష్ణ,త్రిషాకృష్ణన్,రాధికాఆఫ్టే,ప్రకాష్రాజ్",సైకలాజికల్థ్రిల్లర్,2015-05-14,2015,5,తెలుగు,"సత్యదేవా  నందమూరిబాలకృష్ణ,త్రిషాకృష్ణన్,రాధికాఆఫ్టే,ప్రకాష్రాజ్  సైకలాజికల్థ్రిల్లర్  2015-05-14  2015  తెలుగు"
3179,ఢీ అంటే ఢీ,శ్రీనివాసరావు,"శ్రీకాంత్,సోనియామన్,పోసానికృష్ణమురళి,బ్రహ్మానందం",యాక్షన్కామెడీ,2015-05-15,2015,5,తెలుగు,"శ్రీనివాసరావు  శ్రీకాంత్,సోనియామన్,పోసానికృష్ణమురళి,బ్రహ్మానందం  యాక్షన్కామెడీ  2015-05-15  2015  తెలుగు"
3180,365 రోజులు,రాజీవ్,"నందు,అతనుసోతిపెట్టాడు",థ్రిల్లర్,2015-05-22,2015,5,తెలుగు,"రాజీవ్  నందు,అతనుసోతిపెట్టాడు  థ్రిల్లర్  2015-05-22  2015  తెలుగు"
3181,పండగ చేస్కో,గోపీచంద్మలినేని,"రామ్,రకుల్,సోనాల్చౌహాన్,బ్రహ్మానందం,సంపత్రాజ్,అభిమన్యుసింగ్",ఫ్యామిలీడ్రామా,2015-05-29,2015,5,తెలుగు,"గోపీచంద్మలినేని  రామ్,రకుల్,సోనాల్చౌహాన్,బ్రహ్మానందం,సంపత్రాజ్,అభిమన్యుసింగ్  ఫ్యామిలీడ్రామా  2015-05-29  2015  తెలుగు"
3182,ఆంధ్రా పోరి,రాజ్ముదిరాజు,"ఆకాష్పూరి,ఉల్కాగుప్తా",శృంగారం,2015-06-05,2015,6,తెలుగు,"రాజ్ముదిరాజు  ఆకాష్పూరి,ఉల్కాగుప్తా  శృంగారం  2015-06-05  2015  తెలుగు"
3183,అసురుడు,కృష్ణవిజయ్,"నైరారోహిత్,ప్రియాబెనర్జీ",పోలీస్డ్రామా,2015-06-05,2015,6,తెలుగు,"కృష్ణవిజయ్  నైరారోహిత్,ప్రియాబెనర్జీ  పోలీస్డ్రామా  2015-06-05  2015  తెలుగు"
3184,సింగం 123,అక్షత్శర్మ,సంపూర్ణేష్బాబు,హాస్యం,2015-06-05,2015,6,తెలుగు,అక్షత్శర్మ  సంపూర్ణేష్బాబు  హాస్యం  2015-06-05  2015  తెలుగు
3185,జ్యోతి లక్ష్మి,మొత్తంజగన్నాధ్,ఛార్మికౌర్,స్త్రీఓరియెంటెడ్,2015-06-12,2015,6,తెలుగు,మొత్తంజగన్నాధ్  ఛార్మికౌర్  స్త్రీఓరియెంటెడ్  2015-06-12  2015  తెలుగు
3186,కేరింత,పిలుపు,"సుమంత్,శ్రీదివ్య,తేజస్వి",శృంగారం,2015-06-12,2015,6,తెలుగు,"పిలుపు  సుమంత్,శ్రీదివ్య,తేజస్వి  శృంగారం  2015-06-12  2015  తెలుగు"
3187,కృష్ణమ్మ కలిపింది ఇద్దరినీ,ర్.చంద్రు,"సుధీర్బాబు,నందిత,ఎం.స్.నారాయణ,సప్తగిరి",శృంగారం,2015-06-19,2015,6,తెలుగు,"ర్.చంద్రు  సుధీర్బాబు,నందిత,ఎం.స్.నారాయణ,సప్తగిరి  శృంగారం  2015-06-19  2015  తెలుగు"
3188,టైప్ చేయండి,జగదీష్,"కార్తీక్,కనిక,చలపతిరావు,కృష్ణభగవాన్",శృంగారం,2015-06-19,2015,6,తెలుగు,"జగదీష్  కార్తీక్,కనిక,చలపతిరావు,కృష్ణభగవాన్  శృంగారం  2015-06-19  2015  తెలుగు"
3189,విన్వయ్య రామయ్య,ప్రసాద్,"అన్వేష్,కృతిక,ప్రకాష్రాజ్,బ్రహ్మానందం",చర్య,2015-06-19,2015,6,తెలుగు,"ప్రసాద్  అన్వేష్,కృతిక,ప్రకాష్రాజ్,బ్రహ్మానందం  చర్య  2015-06-19  2015  తెలుగు"
3190,ఖాళీ,యోగి,"నాగశౌర్య,సోనారిక,అజయ్,కోటశ్రీనివాసరావు,సప్తగిరి",శృంగారం,2015-06-26,2015,6,తెలుగు,"యోగి  నాగశౌర్య,సోనారిక,అజయ్,కోటశ్రీనివాసరావు,సప్తగిరి  శృంగారం  2015-06-26  2015  తెలుగు"
3191,విద్యాబాలన్ ఎక్కడ,శ్రీనివాస్,"ప్రిన్స్,సేథి",శృంగారం,2015-06-26,2015,6,తెలుగు,"శ్రీనివాస్  ప్రిన్స్,సేథి  శృంగారం  2015-06-26  2015  తెలుగు"
3192,మంత్రం 2,సతీష్,"చర్మమేకౌర్,చేతన్చీను",భయానక,2015-07-01,2015,7,తెలుగు,"సతీష్  చర్మమేకౌర్,చేతన్చీను  భయానక  2015-07-01  2015  తెలుగు"
3193,సూపర్ స్టార్ కిడ్నాప్,ఆ.సుశాంత్రెడ్డి,"నందు,ఆదర్శ్బాలకృష్ణ,భూపాల్మరియుపూనమ్కౌర్",హాస్యం,2015-07-03,2015,7,తెలుగు,"ఆ.సుశాంత్రెడ్డి  నందు,ఆదర్శ్బాలకృష్ణ,భూపాల్మరియుపూనమ్కౌర్  హాస్యం  2015-07-03  2015  తెలుగు"
3194,బాహుబలి: ది బిగినింగ్,ఎస్.ఎస్.రాజమౌళి,"ప్రభాస్,రానా,తమన్నా,అనుష్కశెట్టి,సత్యరాజ్,రమ్యకృష్ణ,నాజర్",పురాణ-చారిత్రకచిత్రం,2015-07-10,2015,7,తెలుగు,"ఎస్.ఎస్.రాజమౌళి  ప్రభాస్,రానా,తమన్నా,అనుష్కశెట్టి,సత్యరాజ్,రమ్యకృష్ణ,నాజర్  పురాణ-చారిత్రకచిత్రం  2015-07-10  2015  తెలుగు"
3195,జేమ్స్ బాండ్,యంత్రదుకాణంమచా,"అల్లరినరేష్,సాక్షిచౌదరి",హాస్యం,2015-07-24,2015,7,తెలుగు,"యంత్రదుకాణంమచా  అల్లరినరేష్,సాక్షిచౌదరి  హాస్యం  2015-07-24  2015  తెలుగు"
3196,మిర్చి లాంటి కుర్రాడు,జయనాగ్,"అభిజీత్,ప్రగ్యాజైస్వాల్",శృంగారం,2015-07-31,2015,7,తెలుగు,"జయనాగ్  అభిజీత్,ప్రగ్యాజైస్వాల్  శృంగారం  2015-07-31  2015  తెలుగు"
3197,సినిమా చూపిస్త మావ,త్రినాథరావునవ్వాడు,రాజ్మీదేఅవికాగోర్,రొమాంటిక్కామెడీ,2015-08-14,2015,8,తెలుగు,త్రినాథరావునవ్వాడు  రాజ్మీదేఅవికాగోర్  రొమాంటిక్కామెడీ  2015-08-14  2015  తెలుగు
3198,కిక్ 2,సురేందర్రెడ్డి,"రవితేజ,రకుల్ప్రీత్సింగ్,రవికిషన్,కబీర్దుహన్సింగ్,ఆశిష్విద్యార్థి,బ్రహ్మానందం,రాజ్‌పాల్యాదవ్",యాక్షన్థ్రిల్లర్,2015-08-21,2015,8,తెలుగు,"సురేందర్రెడ్డి  రవితేజ,రకుల్ప్రీత్సింగ్,రవికిషన్,కబీర్దుహన్సింగ్,ఆశిష్విద్యార్థి,బ్రహ్మానందం,రాజ్‌పాల్యాదవ్  యాక్షన్థ్రిల్లర్  2015-08-21  2015  తెలుగు"
3199,ఉత్తమ నటులు,అరుణ్పవార్,"నందు,మధురిమ,మధునందన్,కేశ,వర్షిణిసౌందర్యరాజన్",తోrom,2015-08-31,2015,8,తెలుగు,"అరుణ్పవార్  నందు,మధురిమ,మధునందన్,కేశ,వర్షిణిసౌందర్యరాజన్  తోrom  2015-08-31  2015  తెలుగు"
3200,డైనమైట్,వర్జిన్కాత్య,"మంచువిష్ణు,ప్రణీతసుభాష్,జ్.డ్.చక్రవర్తి",చర్య,2015-09-04,2015,9,తెలుగు,"వర్జిన్కాత్య  మంచువిష్ణు,ప్రణీతసుభాష్,జ్.డ్.చక్రవర్తి  చర్య  2015-09-04  2015  తెలుగు"
3201,భలే భలే మగాడివోయ్,మారుతీ,"నాని,లావణ్యత్రిపాఠి,మురళిశర్మ",కామెడీరొమాన్స్,2015-09-04,2015,9,తెలుగు,"మారుతీ  నాని,లావణ్యత్రిపాఠి,మురళిశర్మ  కామెడీరొమాన్స్  2015-09-04  2015  తెలుగు"
3202,కొరియర్ బాయ్ కళ్యాణ్,నొక్కండి,"నితిన్,యామిగౌతమ్",శృంగారం,2015-09-17,2015,9,తెలుగు,"నొక్కండి  నితిన్,యామిగౌతమ్  శృంగారం  2015-09-17  2015  తెలుగు"
3203,సుబ్రహ్మణ్యం ఫర్ సేల్,హరీష్శంకర్,"సాయిధరమ్తేజ్,రెజినాకాసాండ్రా,అదఃశర్మ,బ్రహ్మానందం",శృంగారం,2015-09-24,2015,9,తెలుగు,"హరీష్శంకర్  సాయిధరమ్తేజ్,రెజినాకాసాండ్రా,అదఃశర్మ,బ్రహ్మానందం  శృంగారం  2015-09-24  2015  తెలుగు"
3204,చంద్రిక,యోగేష్,"జయరామ్కార్తీక్,కామ్నాజెఠ్మలానీ,శ్రీముఖి,గిరీష్కర్నాడ్,సత్యంరాజేష్",భయానక,2015-09-25,2015,9,తెలుగు,"యోగేష్  జయరామ్కార్తీక్,కామ్నాజెఠ్మలానీ,శ్రీముఖి,గిరీష్కర్నాడ్,సత్యంరాజేష్  భయానక  2015-09-25  2015  తెలుగు"
3205,శివం,శ్రీనివాస్రెడ్డి,"రామ్,రాశిఖన్నా,అభిమన్యుసింగ్",యాక్షన్&కామెడీ,2015-10-02,2015,10,తెలుగు,"శ్రీనివాస్రెడ్డి  రామ్,రాశిఖన్నా,అభిమన్యుసింగ్  యాక్షన్&కామెడీ  2015-10-02  2015  తెలుగు"
3206,రుద్రమదేవి,గుణశేఖర్,"అనుష్కశెట్టి,అల్లుఅర్జున్,రానాదగ్గుబాటి,కృష్ణంరాజు,ప్రకాష్రాజ్",చారిత్రకచిత్రం,2015-10-09,2015,10,తెలుగు,"గుణశేఖర్  అనుష్కశెట్టి,అల్లుఅర్జున్,రానాదగ్గుబాటి,కృష్ణంరాజు,ప్రకాష్రాజ్  చారిత్రకచిత్రం  2015-10-09  2015  తెలుగు"
3207,బ్రూస్ లీ,శ్రీనువైట్ల,"రామ్చరణ్,రకుల్ప్రీత్సింగ్,కృతిఖర్బందా,అరుణ్విజయ్,బ్రహ్మానందం",యాక్షన్&కామెడీ,2015-10-16,2015,10,తెలుగు,"శ్రీనువైట్ల  రామ్చరణ్,రకుల్ప్రీత్సింగ్,కృతిఖర్బందా,అరుణ్విజయ్,బ్రహ్మానందం  యాక్షన్&కామెడీ  2015-10-16  2015  తెలుగు"
3208,కంచె,క్రిష్,"వరుణ్తేజ్,ప్రగ్యాజైస్వాల్,నికితిన్ధీర్,శ్రీనివాస్అవసరాల",ఫిక్షన్,2015-10-22,2015,10,తెలుగు,"క్రిష్  వరుణ్తేజ్,ప్రగ్యాజైస్వాల్,నికితిన్ధీర్,శ్రీనివాస్అవసరాల  ఫిక్షన్  2015-10-22  2015  తెలుగు"
3209,కొలంబస్,ఆర్సామల,"సుమంత్అశ్విన్,సీరత్కపూర్,మిష్టిచక్రబోర్తి",శృంగారం,2015-10-22,2015,10,తెలుగు,"ఆర్సామల  సుమంత్అశ్విన్,సీరత్కపూర్,మిష్టిచక్రబోర్తి  శృంగారం  2015-10-22  2015  తెలుగు"
3210,రాజు గారి గది,ఓంకార్,"అశ్విన్బాబు,బాలకృష్ణనుఆశీర్వదించారు","హారర్,కామెడీ",2015-10-22,2015,10,తెలుగు,"ఓంకార్  అశ్విన్బాబు,బాలకృష్ణనుఆశీర్వదించారు  హారర్,కామెడీ  2015-10-22  2015  తెలుగు"
3211,షేర్,మల్లికార్జున్,"కళ్యాణ్రామ్,సోనాల్చౌహాన్,విక్రమ్‌జిత్విర్క్,ముఖేష్రిషి",యాక్షన్&రొమాన్స్,2015-10-30,2015,10,తెలుగు,"మల్లికార్జున్  కళ్యాణ్రామ్,సోనాల్చౌహాన్,విక్రమ్‌జిత్విర్క్,ముఖేష్రిషి  యాక్షన్&రొమాన్స్  2015-10-30  2015  తెలుగు"
3212,త్రిపుర,రాజ్కిరణ్,"కలర్స్స్వాతి,నవీన్చంద్ర,సప్తగిరి,రావురమేష్",హారర్-థ్రిల్లర్,2015-11-06,2015,11,తెలుగు,"రాజ్కిరణ్  కలర్స్స్వాతి,నవీన్చంద్ర,సప్తగిరి,రావురమేష్  హారర్-థ్రిల్లర్  2015-11-06  2015  తెలుగు"
3213,అఖిల్,వినాయక్,"అఖిల్అక్కినేని,సయేశా,రాజేంద్రప్రసాద్,మహేష్మంజ్రేకర్,బ్రహ్మానందం,వెన్నెలకిషోర్",చర్య,2015-11-11,2015,11,తెలుగు,"వినాయక్  అఖిల్అక్కినేని,సయేశా,రాజేంద్రప్రసాద్,మహేష్మంజ్రేకర్,బ్రహ్మానందం,వెన్నెలకిషోర్  చర్య  2015-11-11  2015  తెలుగు"
3214,కుమారి 21F,సూర్యప్రతాప్,"రాజ్తరుణ్,హీబాపటేల్",ప్రేమ,2015-11-20,2015,11,తెలుగు,"సూర్యప్రతాప్  రాజ్తరుణ్,హీబాపటేల్  ప్రేమ  2015-11-20  2015  తెలుగు"
3215,చీకటి రాజ్యం,రాజేష్,"కమల్హాసన్,త్రిష,ప్రకాష్రాజ్",థ్రిల్లర్,2015-11-20,2015,11,తెలుగు,"రాజేష్  కమల్హాసన్,త్రిష,ప్రకాష్రాజ్  థ్రిల్లర్  2015-11-20  2015  తెలుగు"
3216,సైజు జీరో,ప్రకాష్,"ఆర్య,అనుష్క,సోనాల్చౌహాన్",ప్రేమ,2015-11-27,2015,11,తెలుగు,"ప్రకాష్  ఆర్య,అనుష్క,సోనాల్చౌహాన్  ప్రేమ  2015-11-27  2015  తెలుగు"
3217,తను నేను,రామ్మోహన్,"సంతోష్శోభన్,అవికాగోర్",ప్రేమ,2015-11-27,2015,11,తెలుగు,"రామ్మోహన్  సంతోష్శోభన్,అవికాగోర్  ప్రేమ  2015-11-27  2015  తెలుగు"
3218,వీడికి దూకుడెక్కువ,సత్యనారాయణ,"శ్రీకాంత్,కామ్నాజెఠ్మలానీ",ప్రేమ&చర్య,2015-12-04,2015,12,తెలుగు,"సత్యనారాయణ  శ్రీకాంత్,కామ్నాజెఠ్మలానీ  ప్రేమ&చర్య  2015-12-04  2015  తెలుగు"
3219,బెంగాల్ టైగర్,సంపత్నంది,"రవితేజ,తామన్నాహ్భాటియా,బోమన్ఇరానీ,రాశిఖన్నా",యాక్షన్&ప్రేమ,2015-12-10,2015,12,తెలుగు,"సంపత్నంది  రవితేజ,తామన్నాహ్భాటియా,బోమన్ఇరానీ,రాశిఖన్నా  యాక్షన్&ప్రేమ  2015-12-10  2015  తెలుగు"
3220,హితుడా,కోలాహలం,"జగపతిబాబు,మీరానందన్",నాటకం,2015-12-11,2015,12,తెలుగు,"కోలాహలం  జగపతిబాబు,మీరానందన్  నాటకం  2015-12-11  2015  తెలుగు"
3221,అనగనగా ఒక చిత్రమ్,జె.ప్రభాకర్రెడ్డి,"శివ,మేఘశ్రీ",శృంగారం,2015-12-11,2015,12,తెలుగు,"జె.ప్రభాకర్రెడ్డి  శివ,మేఘశ్రీ  శృంగారం  2015-12-11  2015  తెలుగు"
3222,కాకీ: హెచ్చరిక శబ్దం,మనోన్ఎం,"అశోక్,మేఘశ్రీ,సంగీతభట్,కిరణ్పత్తికొండ",భయానక,2015-12-12,2015,12,తెలుగు,"మనోన్ఎం  అశోక్,మేఘశ్రీ,సంగీతభట్,కిరణ్పత్తికొండ  భయానక  2015-12-12  2015  తెలుగు"
3223,లోఫర్,మొత్తంజగన్నాధ్,"వరుణ్తేజ్,దిశాపటాని",యాక్షన్&రొమాన్స్,2015-12-17,2015,12,తెలుగు,"మొత్తంజగన్నాధ్  వరుణ్తేజ్,దిశాపటాని  యాక్షన్&రొమాన్స్  2015-12-17  2015  తెలుగు"
